"ID","Date","Year","Month","Day","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
12447,2010-01-15,"2010","January",15,"Moree",21.8,32.9,0,10,12,"ENE",52,"NE","NNE",26,9,66,47,1015.2,1011.9,4,5,25.3,31.1,"No","No"
12448,2010-01-16,"2010","January",16,"Moree",21.6,32.9,0,9.6,9.9,"SW",59,"NNE","WNW",28,15,58,40,1012.6,1008,3,4,24.9,32.9,"No","No"
12449,2010-01-17,"2010","January",17,"Moree",19.4,34.8,0,6.4,10.9,"SSW",59,"N","W",17,19,71,35,1007.8,1003.7,2,3,24.8,33.2,"No","Yes"
12450,2010-01-18,"2010","January",18,"Moree",15.2,27.4,13.6,11.2,13.3,"SW",56,"S","SW",19,30,43,25,1007.1,1005.3,0,0,21.2,26.1,"Yes","No"
12451,2010-01-19,"2010","January",19,"Moree",10.8,27.3,0,13.2,13.2,"SW",54,"SSW","SW",17,26,28,19,1010.6,1008.8,0,0,19.8,26,"No","No"
12452,2010-01-20,"2010","January",20,"Moree",11.5,32.3,0,10.4,13.4,"SW",35,"NNE","WSW",7,6,52,17,1013.2,1010.1,0,0,19.8,30.2,"No","No"
12453,2010-01-21,"2010","January",21,"Moree",15.8,35.4,0,9.6,11.2,"NNE",22,"NNE","NNE",13,13,45,15,1012.4,1009.7,6,5,23.8,34,"No","No"
12454,2010-01-22,"2010","January",22,"Moree",20.8,37.9,0,9,13.1,"NNE",43,"NNE","NNE",26,22,35,17,1013.7,1010.2,3,1,28.8,37.5,"No","No"
12455,2010-01-23,"2010","January",23,"Moree",20.3,37.4,0,12.8,13.1,"NNE",37,"NNE","ENE",26,13,44,24,1012.8,1009.3,0,1,26.8,35.4,"No","No"
12456,2010-01-24,"2010","January",24,"Moree",22.9,37.9,0,12,11.2,"N",37,"NNE","N",24,15,55,25,1012,1009.3,0,2,26.9,36.1,"No","No"
12457,2010-01-25,"2010","January",25,"Moree",22.4,38.1,0,10.6,10.8,"NNE",41,"NNE","NNE",28,19,61,20,1013.3,1009.6,2,3,25.4,36.7,"No","No"
12458,2010-01-26,"2010","January",26,"Moree",24.1,38.2,0,12,13,"N",33,"NNE","NNE",24,11,54,16,1012.9,1008.8,1,1,27.9,37.1,"No","No"
12459,2010-01-27,"2010","January",27,"Moree",22.3,38,0,11.6,10.2,"S",52,"NNE","ENE",20,13,40,20,1012.2,1008.7,2,4,28.6,36.7,"No","No"
12460,2010-01-28,"2010","January",28,"Moree",23.9,39,0,11.8,9.5,"unkn",NA,"NNE","N",28,19,48,22,1009.1,1004.9,2,6,28.5,36.2,"No","Yes"
12461,2010-01-29,"2010","January",29,"Moree",22.2,32.9,1.4,13.4,2.8,"unkn",NA,"calm","calm",0,0,70,44,1008.9,1008,7,4,24,30.4,"Yes","No"
12462,2010-01-30,"2010","January",30,"Moree",20.2,35.4,0,4.8,10.1,"unkn",NA,"calm","calm",0,0,52,26,1012.5,1009.3,2,4,26.9,33.2,"No","No"
12463,2010-01-31,"2010","January",31,"Moree",19,33.1,0,12,7.3,"NE",54,"E","NE",19,19,51,33,1010.4,1006.4,7,8,25.6,32.8,"No","Yes"
12464,2010-02-01,"2010","February",1,"Moree",21.8,27.8,2.4,9.4,0,"ESE",54,"ESE","ESE",26,35,50,38,1008.9,1007.7,8,8,24.1,27.2,"Yes","No"
12465,2010-02-02,"2010","February",2,"Moree",22.1,32.6,0.2,9.4,7.5,"ENE",61,"E","E",41,33,41,26,1009.4,1006.3,6,4,24.4,31.2,"No","No"
12466,2010-02-03,"2010","February",3,"Moree",21.7,34.6,0,13,6.7,"ENE",52,"E","ENE",20,26,56,36,1008.3,1005,5,6,25.1,33.2,"No","No"
12467,2010-02-04,"2010","February",4,"Moree",20.2,32.5,0,12.2,5.8,"ENE",50,"ENE","NNE",22,24,54,46,1010.2,1007.1,6,6,24.7,29.2,"No","No"
12468,2010-02-05,"2010","February",5,"Moree",23,32.5,0.2,9.2,3,"unkn",43,"NE","NE",39,15,65,54,1009,1005.8,8,7,25.5,28.5,"No","Yes"
12469,2010-02-06,"2010","February",6,"Moree",20,27.4,25.2,13.2,2,"unkn",NA,"NE","NNW",24,17,79,94,1011.1,1010.6,7,8,22.2,22.8,"Yes","Yes"
12470,2010-02-07,"2010","February",7,"Moree",21,30.5,8.8,3.4,1.5,"NNE",33,"E","ENE",15,20,85,57,1016.2,1013.7,6,6,23.5,28.7,"Yes","Yes"
12471,2010-02-08,"2010","February",8,"Moree",21.4,32,4.6,4.8,9.8,"ENE",33,"E","NNE",17,13,77,43,1018.5,1016,7,7,24.5,30.3,"Yes","No"
12472,2010-02-09,"2010","February",9,"Moree",18.3,32.6,0,7.8,12.4,"NE",44,"E","ENE",19,13,60,37,1020,1016.8,1,3,24.3,30.6,"No","No"
12473,2010-02-10,"2010","February",10,"Moree",21,33.4,0,8,12.3,"NE",33,"NNE","S",11,13,61,35,1019.5,1015.6,2,4,24.5,31.9,"No","No"
12474,2010-02-11,"2010","February",11,"Moree",20.1,33.3,0,8.8,13,"unkn",NA,"NNE","NNE",19,13,64,41,1017.5,1013.4,1,4,24.5,31.5,"No","No"
12475,2010-02-12,"2010","February",12,"Moree",22.2,34.5,0,9.8,12.4,"NNW",41,"N","NW",26,15,66,35,1013.6,1009.6,2,4,25.4,33.4,"No","No"
12476,2010-02-13,"2010","February",13,"Moree",22.6,35.4,0,10.6,8.3,"NNE",33,"N","N",26,19,57,29,1011,1008.2,6,NA,26.4,34.6,"No","No"
12477,2010-02-14,"2010","February",14,"Moree",24.1,34.2,0,6.2,5.9,"WSW",59,"N","N",33,19,72,38,1008.7,1005,3,7,27,32.5,"No","Yes"
12478,2010-02-15,"2010","February",15,"Moree",22.3,29.7,4.4,6.6,3.4,"NNW",31,"N","SSW",11,15,93,86,1008.4,1007.1,8,7,23.7,25.1,"Yes","Yes"
12479,2010-02-16,"2010","February",16,"Moree",18,32.3,3.6,3.4,12.4,"SSW",41,"S","WSW",7,13,61,25,1010.2,1008.9,6,2,25.2,31.3,"Yes","No"
12480,2010-02-17,"2010","February",17,"Moree",18.9,33.6,0,9.2,12.5,"S",37,"E","SSW",17,13,63,38,1012.3,1009.8,1,4,25.1,31.7,"No","No"
12481,2010-02-18,"2010","February",18,"Moree",22,32.9,0,8.8,8.3,"ENE",46,"ENE","SSW",15,19,68,38,1015.7,1014,6,5,25,32.3,"No","No"
12482,2010-02-19,"2010","February",19,"Moree",17.1,33.1,0,9.6,11.4,"ENE",41,"ENE","SE",17,13,48,22,1019.9,1016.5,2,3,22.6,32.7,"No","No"
12483,2010-02-20,"2010","February",20,"Moree",18.6,33.4,0,9,11.9,"NE",39,"E","NNE",20,9,53,29,1019.4,1015.6,2,6,23.9,30.3,"No","No"
12484,2010-02-21,"2010","February",21,"Moree",20.4,34,0,12,12,"NE",31,"NNE","N",22,7,61,32,1019.2,1015.6,1,4,24.1,31.7,"No","No"
12485,2010-02-22,"2010","February",22,"Moree",21.7,35.1,0,4.2,11.4,"NNE",37,"NNE","NNW",28,17,63,25,1018.6,1014.5,1,4,24.7,34,"No","No"
12486,2010-02-23,"2010","February",23,"Moree",21.4,35.5,0,8.6,6.8,"SW",67,"N","WSW",17,43,56,81,1015.4,1012.7,7,7,26.6,24.7,"No","Yes"
12487,2010-02-24,"2010","February",24,"Moree",21.1,34.1,5,5.8,8.1,"unkn",NA,"ENE","NW",24,9,60,41,1015.6,1013.2,5,7,26.1,33.5,"Yes","Yes"
12488,2010-02-25,"2010","February",25,"Moree",19.7,31.6,5.2,7.4,6.8,"unkn",NA,"E","E",15,15,66,44,1020.4,1019.2,7,6,23.2,29.9,"Yes","Yes"
12489,2010-02-26,"2010","February",26,"Moree",17.9,30.8,4.4,8.4,11.1,"unkn",NA,"calm","calm",0,0,64,35,1021.7,1017.6,1,4,21.5,30,"Yes","No"
12490,2010-02-27,"2010","February",27,"Moree",17,32.8,0,7.8,11.1,"NE",33,"E","ENE",4,15,57,28,1019,1015.7,2,8,23.4,31.8,"No","No"
12491,2010-02-28,"2010","February",28,"Moree",20.4,30.6,0,7.6,0.9,"NNE",39,"E","ENE",17,11,62,46,1016.6,1012.9,7,7,24.1,30,"No","Yes"
12492,2010-03-01,"2010","March",1,"Moree",19.6,22.7,7.8,5.2,0,"E",30,"ESE","ESE",11,19,95,87,1013.7,1011.1,8,8,20.1,22.5,"Yes","Yes"
12493,2010-03-02,"2010","March",2,"Moree",17.6,22,14,2.4,0,"ESE",37,"SE","ESE",19,15,87,74,1008.7,1008.5,8,8,17.7,20,"Yes","Yes"
12494,2010-03-03,"2010","March",3,"Moree",17,30.1,4.2,2.2,1.8,"E",54,"SE","ENE",17,30,63,45,1011.6,1009.2,6,7,21.9,28.7,"Yes","No"
12495,2010-03-04,"2010","March",4,"Moree",17.2,30.4,0,7.4,5.4,"NNE",41,"E","ENE",24,24,59,49,1011.6,1008.6,3,7,22.9,28.8,"No","No"
12496,2010-03-05,"2010","March",5,"Moree",19.3,24,0.8,6.8,1.5,"ENE",41,"W","ENE",13,20,89,87,1010.2,1007.6,8,8,19.6,22.7,"No","Yes"
12497,2010-03-06,"2010","March",6,"Moree",19.3,27.8,11,2.6,6,"NE",39,"NE","NE",19,24,84,77,1010.7,1009.9,6,8,23.5,25.5,"Yes","No"
12498,2010-03-07,"2010","March",7,"Moree",21.1,29.4,0,5.4,4.6,"NE",48,"ENE","N",22,24,68,63,1011.7,1009.7,4,8,23.9,26.4,"No","No"
12499,2010-03-08,"2010","March",8,"Moree",20.4,29.6,0,5.8,4.3,"WSW",46,"NNE","N",28,17,81,67,1013.6,1012.7,7,6,22.5,27.2,"No","Yes"
12500,2010-03-09,"2010","March",9,"Moree",16,29.4,3,4.4,12,"W",31,"S","NW",9,19,69,29,1016.7,1015.2,3,1,20.8,28.7,"Yes","No"
12501,2010-03-10,"2010","March",10,"Moree",13.9,29.5,0,7.8,12,"SSW",43,"S","SW",17,26,64,30,1019,1017.4,1,1,21.5,28.5,"No","No"
12502,2010-03-11,"2010","March",11,"Moree",15.8,31.6,0,8.8,10,"ESE",48,"E","SE",17,15,58,32,1023,1021.4,1,3,23,30.1,"No","No"
12503,2010-03-12,"2010","March",12,"Moree",14.8,30.8,0,10,11.3,"ESE",41,"SE","ESE",20,13,50,26,1028.5,1025.5,1,3,21.2,30.1,"No","No"
12504,2010-03-13,"2010","March",13,"Moree",13.9,29.9,0,9.4,9.4,"ENE",48,"ESE","SE",15,19,53,30,1029.2,1024.8,0,6,20.5,28.5,"No","No"
12505,2010-03-14,"2010","March",14,"Moree",13.4,30.3,0,9,11,"E",33,"SE","ESE",13,20,60,29,1026.1,1021.3,1,4,20.1,28.8,"No","No"
12506,2010-03-15,"2010","March",15,"Moree",16.6,30.4,0,8,9.6,"SSW",43,"ESE","E",15,7,46,26,1023.9,1019,6,6,22.9,29.2,"No","No"
12507,2010-03-16,"2010","March",16,"Moree",15.3,31.8,0,8.6,11.6,"S",35,"E","S",19,20,52,24,1021.4,1017.7,0,4,22,29.7,"No","No"
12508,2010-03-17,"2010","March",17,"Moree",15.7,31.9,0,8,11.4,"NE",46,"SE","ENE",9,13,50,27,1023.5,1020.3,1,3,21,30.3,"No","No"
12509,2010-03-18,"2010","March",18,"Moree",15.8,32.6,0,8,11.3,"E",35,"E","SE",22,13,55,17,1025.1,1020.3,0,0,21.9,31.2,"No","No"
12510,2010-03-19,"2010","March",19,"Moree",15.4,31.9,0,8.8,11,"NE",28,"E","ESE",15,13,58,29,1023.3,1019.3,0,2,22.2,30.2,"No","No"
12511,2010-03-20,"2010","March",20,"Moree",15.3,34.3,0,8,11.3,"NNE",33,"NE","SSE",9,7,58,27,1021.5,1017.3,0,0,22,31.7,"No","No"
12512,2010-03-21,"2010","March",21,"Moree",16,33.6,0,8,11.2,"ENE",30,"ENE","SSW",17,13,55,27,1020.6,1016.3,0,1,22.5,31.9,"No","No"
12513,2010-03-22,"2010","March",22,"Moree",15.8,35.1,0,7.6,9.6,"SE",33,"NNE","ESE",19,13,71,21,1017.9,1014,2,3,23.2,33.9,"No","No"
12514,2010-03-23,"2010","March",23,"Moree",17.7,34.3,0,7.8,11.3,"W",43,"NE","W",24,19,72,13,1017.9,1015.2,2,1,23.8,33.2,"No","No"
12515,2010-03-24,"2010","March",24,"Moree",18.3,33.4,0,8.6,10.5,"NE",39,"ENE","NNE",20,9,68,28,1019.2,1015.9,0,3,23.3,32.3,"No","No"
12516,2010-03-25,"2010","March",25,"Moree",18.9,32,0,8.8,10.9,"NNE",39,"NNE","NNE",26,13,57,25,1022,1018.1,1,1,22.5,30.3,"No","No"
12517,2010-03-26,"2010","March",26,"Moree",19.9,32.7,0,11,9.7,"NNE",30,"NNE","SSW",19,11,65,34,1021.7,1017.6,2,6,23.2,29.7,"No","No"
12518,2010-03-27,"2010","March",27,"Moree",20.9,33.7,0,5.2,7.7,"NNE",28,"NNE","NE",20,11,63,29,1020,1016.2,3,5,23.4,32.3,"No","No"
12519,2010-03-28,"2010","March",28,"Moree",21.8,32.3,0,8,10.1,"NE",37,"NE","N",24,15,57,35,1019.2,1014.6,3,5,23.9,30.6,"No","No"
12520,2010-03-29,"2010","March",29,"Moree",19.5,31.1,0,8.8,8.6,"NNE",41,"NE","NNW",24,15,67,36,1019.7,1015.9,6,7,23,29.9,"No","No"
12521,2010-03-30,"2010","March",30,"Moree",20.5,27.7,0,6.8,2.9,"SSW",48,"NNE","SSW",28,28,69,83,1018.1,1016.5,7,7,22.6,20.3,"No","Yes"
12522,2010-03-31,"2010","March",31,"Moree",17.5,25.7,8,3.4,6.3,"SW",31,"WSW","SW",11,17,99,63,1017.7,1014.2,8,6,17.8,24,"Yes","No"
12523,2010-04-01,"2010","April",1,"Moree",13.6,29,0,4,11,"SSW",39,"SE","SW",7,22,85,34,1017.3,1014.5,0,2,18.3,27.7,"No","No"
12524,2010-04-02,"2010","April",2,"Moree",12,29.5,0,4,10.1,"ENE",24,"E","SW",13,7,72,31,1018.1,1014.4,6,2,18.9,28,"No","No"
12525,2010-04-03,"2010","April",3,"Moree",14.7,30,0,5,10.2,"N",31,"ENE","NE",13,6,64,40,1018.6,1014.9,1,NA,21.2,27.2,"No","No"
12526,2010-04-04,"2010","April",4,"Moree",18.3,27.8,0,6.8,8.2,"E",30,"ENE","SSE",17,13,50,39,1018.8,1014.8,5,6,22.7,26.7,"No","No"
12527,2010-04-05,"2010","April",5,"Moree",16.6,28.1,0,6,8.1,"NE",33,"NE","NNE",24,11,56,44,1018.6,1014.3,6,2,21.8,27.1,"No","No"
12528,2010-04-06,"2010","April",6,"Moree",18.8,26.8,0,7,1.6,"NNE",48,"NNE","N",28,15,57,45,1019.3,1016.2,7,8,21.2,25.8,"No","Yes"
12529,2010-04-07,"2010","April",7,"Moree",18.5,24.7,1.8,3.6,0,"NNE",41,"NNE","ESE",31,17,72,94,1019.2,1016.7,7,8,20.8,20.4,"Yes","Yes"
12530,2010-04-08,"2010","April",8,"Moree",17.5,29.4,9.4,1.8,8.8,"SSW",35,"N","SW",17,22,70,45,1017.4,1014,2,6,23.2,28.4,"Yes","No"
12531,2010-04-09,"2010","April",9,"Moree",11.9,28.1,0,4,9,"SW",30,"SE","WSW",6,15,65,28,1014.9,1010.3,1,5,20.4,27.9,"No","No"
12532,2010-04-10,"2010","April",10,"Moree",18.2,30.5,0,5,9,"WSW",41,"N","WSW",9,26,48,34,1012.9,1008.8,4,4,23.8,29.3,"No","No"
12533,2010-04-11,"2010","April",11,"Moree",16.7,31.5,0,7.2,4.5,"W",35,"NNE","SW",6,19,59,38,1013,1009.2,6,7,23.1,29.6,"No","No"
12534,2010-04-12,"2010","April",12,"Moree",15.8,22.4,0,6.4,0.4,"WSW",39,"S","SW",20,24,50,38,1015.8,1014.9,7,8,20.2,20.6,"No","No"
12535,2010-04-13,"2010","April",13,"Moree",6.2,26.2,0,5.8,11.1,"SSW",31,"S","SSW",9,9,40,11,1019.6,1016.4,1,1,16.8,25.3,"No","No"
12536,2010-04-14,"2010","April",14,"Moree",9.5,28.1,0,5.4,10.9,"NE",26,"NNE","SSE",15,7,47,23,1021.4,1018,1,3,21.6,27.6,"No","No"
12537,2010-04-15,"2010","April",15,"Moree",11.7,28.7,0,5.2,9.8,"NNE",28,"NNE","SE",19,11,56,29,1021.6,1017.7,4,3,21.7,26.4,"No","No"
12538,2010-04-16,"2010","April",16,"Moree",14.1,28.9,0,5.4,11.1,"ENE",33,"E","ESE",22,7,47,22,1024.3,1020.2,3,4,21.5,28.1,"No","No"
12539,2010-04-17,"2010","April",17,"Moree",11.7,29,0,6.6,9.3,"E",31,"ESE","E",19,17,47,23,1025.6,1020.9,1,4,21.8,28.4,"No","No"
12540,2010-04-18,"2010","April",18,"Moree",13.6,29.1,0,6.8,9.9,"NE",33,"E","ENE",20,11,49,33,1025.1,1019.8,3,4,22.6,27.8,"No","No"
12541,2010-04-19,"2010","April",19,"Moree",14,27.8,0,6,5.1,"E",37,"E","SE",26,7,52,35,1024,1020,6,7,22.6,27.5,"No","No"
12542,2010-04-20,"2010","April",20,"Moree",13.6,28.3,1,3,9.3,"ENE",37,"ESE","E",24,15,48,36,1022.7,1017.7,1,5,22.4,27.1,"No","No"
12543,2010-04-21,"2010","April",21,"Moree",17,29.9,0,6.2,9.9,"N",35,"E","SE",24,11,49,26,1021.9,1017.6,3,1,22.7,29.2,"No","No"
12544,2010-04-22,"2010","April",22,"Moree",16.8,29.8,0,6.6,9.5,"ENE",30,"ENE","ESE",13,11,50,28,1023,1018.6,2,2,23.2,29.1,"No","No"
12545,2010-04-23,"2010","April",23,"Moree",15.3,29.8,0,7,10.4,"NE",24,"NNE","SW",15,9,57,33,1022.4,1017.1,1,4,22.9,29.2,"No","No"
12546,2010-04-24,"2010","April",24,"Moree",16,31.1,0,4,10.1,"NNW",31,"N","N",22,22,60,27,1019.3,1013.9,4,4,23.7,29.6,"No","No"
12547,2010-04-25,"2010","April",25,"Moree",18.1,26.1,0,7.8,1.4,"SW",59,"NNW","SW",15,33,53,65,1015.1,1016.5,7,7,22.3,18.5,"No","No"
12548,2010-04-26,"2010","April",26,"Moree",5.1,24.8,0.2,3.2,11,"SSE",33,"SSE","SSW",17,19,61,17,1023.6,1020.1,1,0,15.2,24.3,"No","No"
12549,2010-04-27,"2010","April",27,"Moree",7.5,24.4,0,5.8,3.6,"NNE",33,"NE","N",20,15,41,25,1021.9,1018.1,6,7,17.6,23.7,"No","No"
12550,2010-04-28,"2010","April",28,"Moree",12.4,27.5,0,4.4,10.7,"SW",28,"E","WSW",13,19,45,20,1021.7,1018.3,0,1,21.3,26.7,"No","No"
12551,2010-04-29,"2010","April",29,"Moree",7.5,25.5,0,5.2,10.6,"SW",37,"calm","SW",0,22,39,25,1023.2,1019.8,0,0,19.2,25.1,"No","No"
12552,2010-04-30,"2010","April",30,"Moree",7.5,25.9,0,8,10.7,"SSW",31,"S","WSW",17,13,47,24,1024.1,1020.2,0,0,18,25,"No","No"
12553,2010-05-01,"2010","May",1,"Moree",8.9,28.4,0,3.6,10.5,"N",30,"ENE","N",19,11,56,27,1026,1022,1,3,20.3,26.7,"No","No"
12554,2010-05-02,"2010","May",2,"Moree",11.8,28.3,0,4,8.7,"N",31,"NE","ENE",15,13,57,35,1026.6,1022.6,3,4,20.2,25.8,"No","No"
12555,2010-05-03,"2010","May",3,"Moree",13.9,27.8,0,4.8,7,"E",35,"ENE","SE",15,9,56,29,1025.8,1020.8,7,3,19.7,26.8,"No","No"
12556,2010-05-04,"2010","May",4,"Moree",15.9,25.6,0,5.4,2.8,"ESE",30,"ENE","SSE",17,19,51,42,1021.5,1016.9,5,6,20.9,24,"No","No"
12557,2010-05-05,"2010","May",5,"Moree",11.6,27.8,0,4.8,10.1,"WSW",48,"NNW","SW",13,30,72,37,1017.2,1013.8,5,1,19.4,26.1,"No","No"
12558,2010-05-06,"2010","May",6,"Moree",4.3,21.2,0,4.4,10.1,"SW",44,"SSW","SSW",11,28,47,19,1022.2,1019.2,5,0,13,20.6,"No","No"
12559,2010-05-07,"2010","May",7,"Moree",2.7,23.2,0,6.6,10.2,"WSW",24,"NE","WSW",9,9,50,19,1021.8,1018.2,0,0,13.5,22.5,"No","No"
12560,2010-05-08,"2010","May",8,"Moree",3.2,25.3,0,2.8,10.6,"NE",19,"ENE","NNW",7,7,38,16,1021.2,1017.5,1,0,15.4,24.8,"No","No"
12561,2010-05-09,"2010","May",9,"Moree",7.2,25.8,0,4.6,10.3,"ENE",28,"ENE","S",15,6,53,23,1021.9,1017.4,0,1,18.1,25,"No","No"
12562,2010-05-10,"2010","May",10,"Moree",9.3,26.5,0,3.6,10.6,"E",28,"NE","N",17,6,53,26,1020.6,1015.7,0,1,18.5,25.4,"No","No"
12563,2010-05-11,"2010","May",11,"Moree",10.1,27.2,0,3,9.4,"WNW",35,"N","SW",15,17,65,20,1016.8,1012.8,2,2,19.7,26.8,"No","No"
12564,2010-05-12,"2010","May",12,"Moree",7.1,19.5,0,6.2,10.5,"SSW",52,"SSW","SW",41,33,33,16,1019,1017.3,0,0,13.9,18.7,"No","No"
12565,2010-05-13,"2010","May",13,"Moree",1.8,19.9,0,7,10.2,"unkn",NA,"S","SW",11,22,43,16,1021.8,1017.8,0,0,11,19.4,"No","No"
12566,2010-05-14,"2010","May",14,"Moree",1.8,22.1,0,4.8,10.1,"SW",35,"SSW","SW",6,17,48,25,1019.7,1015,0,1,12.1,21.6,"No","No"
12567,2010-05-15,"2010","May",15,"Moree",3.4,23.4,0,5.4,10,"SW",28,"ENE","SSW",9,15,44,18,1017.8,1014.7,1,2,13.9,23.1,"No","No"
12568,2010-05-16,"2010","May",16,"Moree",6.5,22.8,0,3,2.1,"E",28,"E","NNE",19,13,50,26,1019.5,1016,7,4,14.4,22.6,"No","No"
12569,2010-05-17,"2010","May",17,"Moree",10.7,16.1,0,3.2,0.9,"ENE",26,"WSW","ESE",7,17,59,69,1019.2,1016,8,7,15.2,15.2,"No","No"
12570,2010-05-18,"2010","May",18,"Moree",6.1,21.5,1,0.6,9.8,"S",43,"E","S",9,28,67,26,1018,1015.6,0,2,14.2,21,"No","No"
12571,2010-05-19,"2010","May",19,"Moree",4,22.8,0,4.2,10.4,"SSE",31,"S","SSW",4,15,61,31,1020.9,1017.5,0,1,13,22.4,"No","No"
12572,2010-05-20,"2010","May",20,"Moree",8.3,23.3,0,4.4,3.1,"NW",30,"ENE","NNW",13,15,61,34,1021.3,1018.1,7,7,15.6,21.5,"No","No"
12573,2010-05-21,"2010","May",21,"Moree",10.3,22.3,0,3,1.3,"SSW",26,"ENE","SSW",11,15,64,33,1019,1015.2,8,5,15.9,21.5,"No","No"
12574,2010-05-22,"2010","May",22,"Moree",4.7,22.4,0,1.8,10,"S",30,"SE","SW",9,15,76,30,1019.5,1015.8,0,3,13.1,21.4,"No","No"
12575,2010-05-23,"2010","May",23,"Moree",6.1,23.4,0,3.4,10.1,"NE",31,"E","E",20,6,52,34,1020.7,1016.9,0,1,15.3,22.1,"No","No"
12576,2010-05-24,"2010","May",24,"Moree",9.6,20.9,0,3.8,0.1,"NNE",35,"NE","NNW",19,11,62,62,1018.3,1014.8,7,8,16,18.8,"No","No"
12577,2010-05-25,"2010","May",25,"Moree",14.7,23.6,0.8,1.2,5.2,"NNE",44,"N","N",22,15,87,52,1011.6,1006.3,7,2,16.6,23.1,"No","Yes"
12578,2010-05-26,"2010","May",26,"Moree",11.1,18.8,5.2,3.6,6.2,"W",43,"W","WSW",22,30,78,64,1009.1,1007.5,4,6,14.1,16.9,"Yes","No"
12579,2010-05-27,"2010","May",27,"Moree",12.6,21.3,0,2.2,5.6,"WSW",26,"S","SSW",9,9,87,52,1015.5,1014,7,6,13.8,21,"No","No"
12580,2010-05-28,"2010","May",28,"Moree",9,22.3,0,2.2,5.8,"NE",37,"ENE","NE",11,24,79,50,1020.6,1015.1,6,6,14.6,20.4,"No","Yes"
12581,2010-05-29,"2010","May",29,"Moree",14.3,18.9,1.8,1.8,4.2,"N",50,"NNW","WNW",26,30,84,57,1012.3,1008.7,8,6,14.4,18,"Yes","Yes"
12582,2010-05-30,"2010","May",30,"Moree",8.4,14,17.2,1.2,2.3,"WSW",41,"NW","NW",19,20,85,93,1011.1,1009.3,2,8,11.1,11.5,"Yes","Yes"
12583,2010-05-31,"2010","May",31,"Moree",11.1,16.6,3.4,1.2,0.6,"NW",26,"NW","SW",13,7,92,94,1013.4,1012.5,8,7,12.8,14,"Yes","Yes"
12584,2010-06-01,"2010","June",1,"Moree",8.6,18.6,2.4,0.8,2.3,"W",17,"NE","NW",9,4,100,65,1019.1,1016.2,7,7,11.1,18.4,"Yes","No"
12585,2010-06-02,"2010","June",2,"Moree",11,17.5,0.4,1.8,0.1,"S",28,"ENE","SSW",11,2,94,84,1018.8,1016.8,7,8,15.2,15.8,"No","Yes"
12586,2010-06-03,"2010","June",3,"Moree",12.2,18.3,3.2,0.2,0.2,"S",26,"SW","S",7,15,93,59,1019.8,1017.4,7,7,13.9,18,"Yes","No"
12587,2010-06-04,"2010","June",4,"Moree",7.8,20.2,0.4,4,6.6,"SSW",39,"SW","SSW",13,31,92,65,1015.4,1012.1,3,7,12,18.4,"No","No"
12588,2010-06-05,"2010","June",5,"Moree",9,20.8,0,3,9.6,"SW",44,"SSW","SW",19,26,84,43,1015,1012.7,2,4,13.1,20.4,"No","No"
12589,2010-06-06,"2010","June",6,"Moree",5.8,16.1,0,1,8.8,"WSW",50,"WSW","WSW",26,33,85,58,1017.9,1017.8,0,6,9.2,13.6,"No","No"
12590,2010-06-07,"2010","June",7,"Moree",2.4,19.4,0,3.2,8,"SW",31,"S","SW",6,19,92,32,1023.6,1021,1,6,7.7,18.5,"No","No"
12591,2010-06-08,"2010","June",8,"Moree",3.3,20.5,0,2.4,10,"NNW",28,"ENE","NNW",11,13,67,35,1023.1,1019,1,1,11.9,19.8,"No","No"
12592,2010-06-09,"2010","June",9,"Moree",2.7,18.4,0,2.6,8.9,"WNW",41,"N","WSW",13,31,76,32,1019,1015.7,2,5,10.6,17.2,"No","No"
12593,2010-06-10,"2010","June",10,"Moree",2,14.2,0,3.4,6.8,"SW",41,"SW","SW",26,28,71,43,1023.1,1021,6,6,8.8,13.3,"No","No"
12594,2010-06-11,"2010","June",11,"Moree",1.3,14,0,2.6,7.3,"SW",33,"SW","SW",9,22,78,40,1023.7,1020.7,4,4,6.8,13.9,"No","No"
12595,2010-06-12,"2010","June",12,"Moree",2.4,16.6,0,1.6,9.4,"SW",50,"SW","SW",20,24,57,37,1023.2,1020.7,3,2,10.5,15.8,"No","No"
12596,2010-06-13,"2010","June",13,"Moree",0.6,18.5,0,3.6,7.6,"E",20,"E","SE",9,9,74,25,1027.5,1025.9,2,4,7.9,18,"No","No"
12597,2010-06-14,"2010","June",14,"Moree",3.9,20.9,0,2.8,5.1,"ENE",31,"calm","ENE",0,7,74,43,1031.3,1027.6,4,6,10,19.9,"No","No"
12598,2010-06-15,"2010","June",15,"Moree",6.6,21.5,0,1.6,10,"E",37,"E","SE",17,15,63,29,1030.3,1026.1,0,1,13.6,21.1,"No","No"
12599,2010-06-16,"2010","June",16,"Moree",6.1,21.3,0,3.4,10.1,"E",28,"E","E",20,7,61,29,1028.4,1023.9,1,1,14,20.9,"No","No"
12600,2010-06-17,"2010","June",17,"Moree",8.3,19.8,0,3.4,0.4,"N",39,"NNE","WNW",19,20,70,59,1022.4,1018.1,7,8,13.4,19.3,"No","Yes"
