"ID","Date","Year","Month","Day","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
30537,2009-01-26,"2009","January",26,"Sydney",20.8,26.8,0,6.8,1.2,"unkn",NA,"S","S",9,15,80,72,1019.3,1019.1,8,7,21.9,25.3,"No","Yes"
30538,2009-01-27,"2009","January",27,"Sydney",20.2,23.9,14.2,1.8,1.7,"unkn",NA,"S","SSE",9,7,95,93,1021.1,1019.9,8,8,20.8,22.4,"Yes","Yes"
30539,2009-01-28,"2009","January",28,"Sydney",19.9,27.1,4.4,1.8,12.3,"unkn",NA,"N","NE",4,22,78,60,1018.5,1016,6,1,23.7,26.6,"Yes","No"
30540,2009-01-29,"2009","January",29,"Sydney",21.2,28.3,0,8.6,12.5,"unkn",NA,"E","NE",4,26,73,67,1018.6,1016.5,1,1,25.2,27.5,"No","No"
30541,2009-01-30,"2009","January",30,"Sydney",21.1,28.2,0,10.2,13,"unkn",NA,"E","NE",4,24,72,59,1018.7,1015.8,1,0,24.6,27.5,"No","No"
30542,2009-01-31,"2009","January",31,"Sydney",21.8,29.1,0,10.6,11.5,"unkn",NA,"ENE","NE",7,19,76,54,1017.5,1014.2,2,3,25,29,"No","No"
30543,2009-02-01,"2009","February",1,"Sydney",21.2,28.1,0,9.2,11.1,"unkn",NA,"E","ESE",13,17,71,66,1016.1,1016.2,1,5,24.9,26.9,"No","No"
30544,2009-02-02,"2009","February",2,"Sydney",22.9,28.3,0,6.4,9.8,"unkn",NA,"ESE","NE",4,24,79,63,1016.3,1012.2,6,2,24.8,27.1,"No","No"
30545,2009-02-03,"2009","February",3,"Sydney",21.8,28,0,10.8,7.5,"unkn",NA,"calm","SE",0,19,63,60,1010.8,1010,7,4,25.4,27.9,"No","No"
30546,2009-02-04,"2009","February",4,"Sydney",21.6,27.3,0.4,7,7.1,"unkn",NA,"S","E",6,17,84,71,1011.6,1009.4,7,5,23.2,26.2,"No","No"
30547,2009-02-05,"2009","February",5,"Sydney",22.2,29.2,0,6.6,12.2,"unkn",NA,"E","NE",6,22,73,58,1009.1,1005.9,1,1,26,28.9,"No","No"
30548,2009-02-06,"2009","February",6,"Sydney",21.9,29.5,0,9.8,10.8,"unkn",NA,"E","ENE",6,11,75,64,1010.9,1008.4,3,1,25.5,27.4,"No","No"
30549,2009-02-07,"2009","February",7,"Sydney",21.8,33.5,0,10.4,11.8,"unkn",NA,"E","NNE",9,31,68,34,1013.3,1010.6,0,1,25.6,32.2,"No","No"
30550,2009-02-08,"2009","February",8,"Sydney",21.4,28.6,0,14.2,12.2,"unkn",NA,"E","ENE",9,17,69,53,1010.8,1007.5,0,1,24.2,28.1,"No","No"
30551,2009-02-09,"2009","February",9,"Sydney",20.9,22.5,0,9,0,"unkn",NA,"S","S",20,17,84,81,1011.9,1011.7,8,8,21.2,20.6,"No","Yes"
30552,2009-02-10,"2009","February",10,"Sydney",17.9,19.4,3.4,1.6,0,"unkn",NA,"SSW","SSW",6,19,94,89,1011.9,1010.1,8,8,18.2,18.7,"Yes","Yes"
30553,2009-02-11,"2009","February",11,"Sydney",16.7,23,5.6,2.2,1.5,"unkn",NA,"SSW","S",26,20,77,61,1011.1,1011.2,7,7,17.7,23,"Yes","No"
30554,2009-02-12,"2009","February",12,"Sydney",17.5,22,0.6,4,1.1,"unkn",NA,"SSW","SSE",19,31,76,56,1017.5,1018.7,7,8,18.9,21.4,"No","Yes"
30555,2009-02-13,"2009","February",13,"Sydney",16.4,20.4,23.2,5.4,0,"unkn",NA,"SE","SE",24,24,86,90,1025.4,1025,8,8,18,17.9,"Yes","Yes"
30556,2009-02-14,"2009","February",14,"Sydney",17,21.2,19.6,4.4,0,"unkn",NA,"ESE","ESE",30,19,66,67,1022.9,1019.2,8,8,19.1,20.4,"Yes","Yes"
30557,2009-02-15,"2009","February",15,"Sydney",16.5,23.3,25.6,2.4,0.2,"unkn",NA,"SSE","SE",19,22,88,66,1014.7,1013.9,8,8,19.4,23.1,"Yes","Yes"
30558,2009-02-16,"2009","February",16,"Sydney",18.6,25,16.4,4.8,6.4,"unkn",NA,"SE","SE",19,24,82,62,1017.6,1017.8,7,7,20.3,22.6,"Yes","Yes"
30559,2009-02-17,"2009","February",17,"Sydney",19.4,22.9,3.8,7.4,0,"unkn",NA,"SE","SE",9,17,70,71,1017,1015.4,8,8,20.8,22,"Yes","Yes"
30560,2009-02-18,"2009","February",18,"Sydney",19.4,26.6,24.6,3.2,7.1,"unkn",NA,"W","S",19,15,93,62,1010.2,1008.1,8,6,20.2,25.7,"Yes","Yes"
30561,2009-02-19,"2009","February",19,"Sydney",18.9,28.4,1.4,3.6,11.4,"unkn",NA,"NNW","E",19,20,74,60,1008,1005,2,5,23.1,27.5,"Yes","No"
30562,2009-02-20,"2009","February",20,"Sydney",20.3,26.1,0,7.8,9.6,"unkn",NA,"W","E",2,19,78,68,1011.6,1010.2,5,3,22.4,25.1,"No","No"
30563,2009-02-21,"2009","February",21,"Sydney",21.9,24.4,0,6.4,0.3,"unkn",NA,"calm","E",0,11,85,68,1013.3,1013.2,8,8,22.5,23.6,"No","Yes"
30564,2009-02-22,"2009","February",22,"Sydney",20.3,24.9,2.2,2.4,6.3,"unkn",NA,"SSE","E",13,13,70,59,1018.5,1017.6,7,4,21.7,24.4,"Yes","No"
30565,2009-02-23,"2009","February",23,"Sydney",19.6,27,0,4.6,5.3,"unkn",NA,"calm","ENE",0,15,78,63,1016.9,1013,7,5,22.6,26.5,"No","No"
30566,2009-02-24,"2009","February",24,"Sydney",19.9,30.5,0.8,5.4,10.7,"unkn",NA,"W","SE",11,15,82,57,1014.1,1013.2,0,1,23,28.2,"No","No"
30567,2009-02-25,"2009","February",25,"Sydney",21.1,26.4,0,7,7,"unkn",NA,"S","ESE",4,20,83,63,1016.7,1014.6,7,5,22,26.1,"No","No"
30568,2009-02-26,"2009","February",26,"Sydney",19.6,24.6,0,7.6,6.8,"unkn",NA,"S","S",11,20,74,58,1020.4,1018.7,8,5,20.7,23.6,"No","No"
30569,2009-02-27,"2009","February",27,"Sydney",17.5,23.5,0,6,5.6,"unkn",NA,"W","E",13,11,78,50,1018.2,1015.9,7,4,18.9,23.2,"No","No"
30570,2009-02-28,"2009","February",28,"Sydney",17.5,25.4,0,4.8,5.6,"unkn",NA,"N","E",7,20,70,61,1009.5,1006.9,7,4,20.7,24.1,"No","No"
30571,2009-03-01,"2009","March",1,"Sydney",20.5,25.7,0,6.8,10,"unkn",NA,"E","E",9,19,70,60,1010.7,1010.8,8,6,23.1,24.8,"No","No"
30572,2009-03-02,"2009","March",2,"Sydney",21.8,25.5,0,6,9,"unkn",NA,"calm","E",0,17,71,60,1016.6,1015.2,7,5,22.8,25.1,"No","No"
30573,2009-03-03,"2009","March",3,"Sydney",20.8,26.9,0,6.8,6.9,"unkn",NA,"ENE","ENE",19,20,61,55,1018,1015.2,7,7,24.1,25.6,"No","No"
30574,2009-03-04,"2009","March",4,"Sydney",22.5,25.1,0,7.6,0.5,"unkn",NA,"E","SW",4,13,73,49,1008,1008.5,7,7,24.2,22.9,"No","No"
30575,2009-03-05,"2009","March",5,"Sydney",16.8,24.6,0,5,11,"unkn",NA,"W","SE",30,20,39,37,1009.5,1008.6,1,1,19.3,24.2,"No","No"
30576,2009-03-06,"2009","March",6,"Sydney",14.4,23.6,0,7.8,9.8,"unkn",NA,"W","ESE",15,19,67,48,1013.4,1011.4,1,1,17.8,22.5,"No","No"
30577,2009-03-07,"2009","March",7,"Sydney",17.7,26.3,0,4.8,9.2,"unkn",NA,"SW","ESE",11,19,77,58,1014.2,1011.8,3,1,20.5,25.8,"No","No"
30578,2009-03-08,"2009","March",8,"Sydney",20.2,25.3,0,5,4.1,"unkn",NA,"SSW","S",11,19,80,77,1017.8,1018.7,5,7,22.2,22,"No","Yes"
30579,2009-03-09,"2009","March",9,"Sydney",18.2,24.5,36.8,2,4.4,"unkn",NA,"SW","E",6,13,94,69,1022.2,1020.4,7,7,19.1,23.6,"Yes","No"
30580,2009-03-10,"2009","March",10,"Sydney",19.1,24.5,0.6,3.6,6.7,"unkn",NA,"ENE","E",17,20,66,53,1022,1021.3,6,5,22.8,24.3,"No","No"
30581,2009-03-11,"2009","March",11,"Sydney",20.2,23.4,0,6.2,1.8,"unkn",NA,"ESE","E",17,24,59,70,1023.8,1022.7,3,7,23.3,22.3,"No","Yes"
30582,2009-03-12,"2009","March",12,"Sydney",18.2,25.3,1.2,5,9.8,"unkn",NA,"W","E",4,22,87,57,1022.9,1020.4,2,2,20.3,24.7,"Yes","No"
30583,2009-03-13,"2009","March",13,"Sydney",19.6,25.5,0,6.4,2.2,"unkn",NA,"W","NW",7,2,85,76,1018.6,1016.2,7,7,21.1,23.9,"No","No"
30584,2009-03-14,"2009","March",14,"Sydney",19.9,27.2,0,4,6.4,"unkn",NA,"NE","ENE",2,20,82,64,1014.7,1010.1,3,6,22.3,26.8,"No","Yes"
30585,2009-03-15,"2009","March",15,"Sydney",19.2,27.4,17,8.4,6.6,"unkn",NA,"WNW","E",6,15,81,61,1010.7,1007.8,2,3,21.7,25,"Yes","No"
30586,2009-03-16,"2009","March",16,"Sydney",16.1,26.8,0.4,6.8,10.8,"unkn",NA,"W","E",17,22,42,29,1011.7,1008.2,1,0,18.7,26.7,"No","No"
30587,2009-03-17,"2009","March",17,"Sydney",15.9,25.7,0,6.1,11,"unkn",NA,"W","SE",20,19,47,48,1013.4,1012.5,1,1,18.8,23.9,"No","No"
30588,2009-03-18,"2009","March",18,"Sydney",17.1,24.5,0,5.4,10.1,"unkn",NA,"WNW","ENE",11,17,72,52,1019,1016.1,1,1,20.1,24.3,"No","No"
30589,2009-03-19,"2009","March",19,"Sydney",17.5,27.7,0,6,9.7,"unkn",NA,"W","E",13,13,76,67,1016.7,1013.7,2,7,20.6,24.9,"No","No"
30590,2009-03-20,"2009","March",20,"Sydney",19.9,26.1,0,6.2,8.6,"unkn",NA,"calm","E",0,17,80,69,1017.4,1016.6,2,1,23.5,25.3,"No","No"
30591,2009-03-21,"2009","March",21,"Sydney",19.6,25.3,0,6.2,8.7,"unkn",NA,"W","E",6,17,83,58,1018.9,1017.2,4,2,22.1,24.9,"No","No"
30592,2009-03-22,"2009","March",22,"Sydney",17.6,26.7,0,5.6,8.4,"unkn",NA,"W","NE",11,19,82,58,1017.9,1015.1,1,5,20.4,25,"No","No"
30593,2009-03-23,"2009","March",23,"Sydney",19.5,25.7,0.2,8,10.2,"unkn",NA,"NE","NE",7,17,66,61,1017.1,1015.1,5,4,23.1,25.6,"No","No"
30594,2009-03-24,"2009","March",24,"Sydney",20.5,26.1,0,5.8,10.8,"unkn",NA,"NNE","NE",6,19,67,59,1017.9,1016.3,1,3,23.6,25.9,"No","No"
30595,2009-03-25,"2009","March",25,"Sydney",20.8,26,0,7,8,"unkn",NA,"NNE","E",4,17,69,60,1019.7,1017.5,4,4,23,25.2,"No","Yes"
30596,2009-03-26,"2009","March",26,"Sydney",20.5,26.6,1.4,5.2,7.6,"unkn",NA,"NE","ENE",2,17,72,56,1019.4,1016.7,4,6,23.8,25.7,"Yes","No"
30597,2009-03-27,"2009","March",27,"Sydney",20.6,23.5,0.4,5.8,4.8,"unkn",NA,"SSE","SSE",17,26,69,59,1023.9,1023.7,7,6,22,22.5,"No","No"
30598,2009-03-28,"2009","March",28,"Sydney",16.4,23.5,0,4.4,10.8,"unkn",NA,"WNW","E",9,17,85,49,1025.4,1023.2,3,1,17.9,23,"No","No"
30599,2009-03-29,"2009","March",29,"Sydney",16.1,24.4,0,6.6,9.4,"unkn",NA,"WNW","E",9,19,77,66,1023.6,1021.7,5,5,18.9,23,"No","No"
30600,2009-03-30,"2009","March",30,"Sydney",18.6,26.2,0,4,6.7,"unkn",NA,"ESE","SE",7,22,66,65,1024.1,1022.3,2,6,22.9,24.7,"No","Yes"
30601,2009-03-31,"2009","March",31,"Sydney",19.8,22.5,2.6,6,0,"unkn",NA,"SE","E",20,26,86,89,1021.8,1020.4,8,8,21.1,19.9,"Yes","Yes"
30602,2009-04-01,"2009","April",1,"Sydney",18.4,24.7,46,5,2.3,"unkn",NA,"ESE","ESE",28,30,93,73,1021.1,1021,8,7,20.5,23.9,"Yes","Yes"
30603,2009-04-02,"2009","April",2,"Sydney",19.6,24.7,11.4,3.8,2.4,"unkn",NA,"ESE","ESE",22,17,87,79,1023.3,1021.8,8,7,21.9,23.8,"Yes","Yes"
30604,2009-04-03,"2009","April",3,"Sydney",20.1,25.1,5,2.6,7.9,"unkn",NA,"calm","ENE",0,24,92,73,1021.1,1016.9,6,5,21.4,24.4,"Yes","Yes"
30605,2009-04-04,"2009","April",4,"Sydney",18.3,20.8,3,4.2,1.4,"unkn",NA,"S","SSE",24,28,84,58,1017.7,1019.2,7,8,18.4,20.1,"Yes","No"
30606,2009-04-05,"2009","April",5,"Sydney",17.1,22.8,0,5.6,8,"unkn",NA,"W","NE",9,20,72,67,1020.1,1014.4,7,5,19.1,21.5,"No","No"
30607,2009-04-06,"2009","April",6,"Sydney",17,21.1,0.2,3.4,6.9,"unkn",NA,"S","SSE",30,26,69,59,1020.5,1019.6,7,3,19.5,19.4,"No","No"
30608,2009-04-07,"2009","April",7,"Sydney",16.3,21.3,0.2,5.8,7.7,"unkn",NA,"S","SE",11,24,67,55,1025.6,1024.4,7,3,18.8,20.1,"No","No"
30609,2009-04-08,"2009","April",8,"Sydney",12.8,22.4,0,5.6,9.3,"unkn",NA,"W","SE",11,22,66,59,1026.9,1024.9,2,4,18.7,21.3,"No","No"
30610,2009-04-09,"2009","April",9,"Sydney",15.1,23.2,0,2.8,8.4,"unkn",NA,"WNW","E",9,19,72,58,1025.5,1022.3,1,3,19.6,21.8,"No","No"
30611,2009-04-10,"2009","April",10,"Sydney",14.7,22.7,0,4,8.3,"unkn",NA,"W","E",15,9,81,65,1023.6,1021,5,4,18.4,22.4,"No","No"
30612,2009-04-11,"2009","April",11,"Sydney",17.4,23.8,0,3.2,0.8,"unkn",NA,"calm","ENE",0,9,80,69,1025.4,1023,7,7,19.8,23,"No","No"
30613,2009-04-12,"2009","April",12,"Sydney",18.9,26.1,0.2,0.8,NA,"unkn",NA,"W","E",11,13,89,72,1023.3,1020.5,7,7,20.4,23.4,"No","No"
30614,2009-04-13,"2009","April",13,"Sydney",20.4,22.6,0,3.6,0.1,"unkn",NA,"SE","S",15,7,79,84,1022.5,1019.3,8,8,21.6,20.9,"No","Yes"
30615,2009-04-14,"2009","April",14,"Sydney",17.6,26.9,48,NA,7.8,"unkn",NA,"W","E",19,20,89,70,1015.1,1011.2,6,5,19.2,23.1,"Yes","No"
30616,2009-04-15,"2009","April",15,"Sydney",16.1,29.3,0.2,5,10,"unkn",NA,"W","NW",11,20,70,25,1011.1,1006.9,0,1,20.5,29,"No","No"
30617,2009-04-16,"2009","April",16,"Sydney",14.9,24.1,0,10,9.8,"unkn",NA,"W","E",15,15,43,38,1015.2,1011.7,0,1,17.4,22.6,"No","No"
30618,2009-04-17,"2009","April",17,"Sydney",13.5,24.1,0,4.8,10.3,"unkn",NA,"WNW","S",13,19,56,51,1016.3,1015.9,0,1,18.4,22.5,"No","No"
30619,2009-04-18,"2009","April",18,"Sydney",14.2,22.8,0,5.2,7.9,"unkn",NA,"WSW","S",11,28,66,56,1020,1018.1,1,5,18.3,20.9,"No","Yes"
30620,2009-04-19,"2009","April",19,"Sydney",15.8,22.5,13.4,3.4,8.3,"unkn",NA,"SSW","S",20,17,91,62,1019.9,1017.9,7,6,16.1,21.7,"Yes","Yes"
30621,2009-04-20,"2009","April",20,"Sydney",15.9,21.4,9,7,2.9,"unkn",NA,"SSE","S",26,24,60,59,1020.7,1018.9,7,7,19.5,19.7,"Yes","No"
30622,2009-04-21,"2009","April",21,"Sydney",16.4,22.1,0.6,5.4,5,"unkn",NA,"ESE","S",33,15,59,64,1022.8,1021.3,5,7,20.5,20.1,"No","Yes"
30623,2009-04-22,"2009","April",22,"Sydney",16,22.7,6.8,3.4,7.7,"unkn",NA,"SW","S",9,17,85,65,1024.3,1022.5,7,7,17.2,20.1,"Yes","Yes"
30624,2009-04-23,"2009","April",23,"Sydney",14.7,21.6,2,4.2,6.3,"unkn",NA,"WNW","ENE",15,7,87,60,1021.8,1018.2,3,5,16.9,20,"Yes","No"
30625,2009-04-24,"2009","April",24,"Sydney",13.1,24.7,0,2,9,"unkn",NA,"NNW","E",9,11,75,63,1012.7,1006.6,6,7,17.4,22.6,"No","No"
30626,2009-04-25,"2009","April",25,"Sydney",16.3,23.9,0.4,5.4,10.3,"unkn",NA,"NW","W",11,22,52,40,1004.4,1002.4,1,3,19.3,22.2,"No","No"
30627,2009-04-26,"2009","April",26,"Sydney",16.7,20.2,0,6.8,9.2,"unkn",NA,"WNW","WNW",20,28,47,29,1003.1,1003.1,2,2,17.7,19.5,"No","No"
30628,2009-04-27,"2009","April",27,"Sydney",11.2,18.7,0,7.2,9.9,"unkn",NA,"W","WNW",28,24,43,26,1013,1012.7,1,2,14.1,17.9,"No","No"
30629,2009-04-28,"2009","April",28,"Sydney",11.8,21.9,0,4,10.5,"unkn",NA,"W","W",19,26,54,30,1015.5,1014.9,1,2,16.1,20.5,"No","No"
30630,2009-04-29,"2009","April",29,"Sydney",10.2,17.6,0,4.6,2.4,"unkn",NA,"WNW","S",20,22,59,63,1022.3,1019.5,7,7,12.6,16.6,"No","Yes"
30631,2009-04-30,"2009","April",30,"Sydney",11,17.4,6.2,2.4,2.7,"unkn",NA,"W","WSW",17,4,92,88,1020.5,1020.4,7,7,12.8,14.1,"Yes","Yes"
30632,2009-05-01,"2009","May",1,"Sydney",10.2,22.5,5.6,3,10.3,"unkn",NA,"W","E",17,11,76,53,1024.6,1020.9,3,5,13,20.7,"Yes","No"
30633,2009-05-02,"2009","May",2,"Sydney",10.9,22,0,2.2,9.4,"unkn",NA,"W","S",22,22,61,56,1025.1,1022.7,1,2,14,20.8,"No","Yes"
30634,2009-05-03,"2009","May",3,"Sydney",11.4,20.5,13,3.6,7,"unkn",NA,"W","SE",7,6,85,61,1027.8,1025.5,4,2,12.8,20.4,"Yes","No"
30635,2009-05-04,"2009","May",4,"Sydney",12.1,23.3,0,3.2,10,"unkn",NA,"W","E",19,15,84,53,1028.5,1025.5,1,1,14.5,21.6,"No","Yes"
30636,2009-05-05,"2009","May",5,"Sydney",14,21,1.2,1.8,4.2,"unkn",NA,"W","S",13,19,86,61,1030.7,1028.3,7,5,14.7,20.5,"Yes","No"
30637,2009-05-06,"2009","May",6,"Sydney",12.9,22.9,0.8,3.2,9.7,"unkn",NA,"W","ENE",11,17,92,61,1028.3,1023.7,2,1,14.1,20.7,"No","No"
30638,2009-05-07,"2009","May",7,"Sydney",12,22.7,0,4,10.2,"unkn",NA,"W","SSE",20,17,67,44,1024.3,1021.7,1,1,15,21.6,"No","No"
30639,2009-05-08,"2009","May",8,"Sydney",12.3,20.9,0,2.6,9.5,"unkn",NA,"W","S",20,24,71,61,1027.5,1025,1,2,14.9,19.6,"No","No"
30640,2009-05-09,"2009","May",9,"Sydney",11.1,22.8,0,4.4,9.8,"unkn",NA,"W","E",19,9,74,46,1024.2,1020.4,1,1,13.4,21,"No","No"
30641,2009-05-10,"2009","May",10,"Sydney",13,20.1,0.8,3.4,3.4,"unkn",NA,"SSW","SSE",11,17,86,46,1024.6,1023.6,7,5,13.9,19.6,"No","Yes"
30642,2009-05-11,"2009","May",11,"Sydney",11.8,18.9,1.4,3.4,6.4,"unkn",NA,"W","SW",15,2,74,55,1025.2,1022.4,6,5,14.3,17.4,"Yes","No"
30643,2009-05-12,"2009","May",12,"Sydney",9.6,20.1,0,2.6,5.5,"unkn",NA,"W","S",19,11,78,51,1021.6,1018.1,1,6,12,18.5,"No","No"
30644,2009-05-13,"2009","May",13,"Sydney",10.4,21.3,0,1.6,9.7,"unkn",NA,"W","WNW",22,11,80,39,1016.8,1012.8,1,1,12.4,20.9,"No","No"
30645,2009-05-14,"2009","May",14,"Sydney",11.1,21.5,0,2.6,10.1,"unkn",NA,"NW","W",17,35,50,31,1012.6,1010.6,1,1,15.2,20.5,"No","No"
30646,2009-05-15,"2009","May",15,"Sydney",12.4,21.7,0,6.2,8.7,"unkn",NA,"W","W",15,30,58,34,1012.8,1009.7,1,2,14.2,21.4,"No","No"
30647,2009-05-16,"2009","May",16,"Sydney",14.2,21.7,0,5,7.8,"unkn",NA,"W","WSW",24,30,49,38,1008.2,1008.1,7,7,18.7,21.7,"No","No"
30648,2009-05-17,"2009","May",17,"Sydney",11.4,20.7,0,4.8,9.7,"unkn",NA,"W","SE",15,15,64,40,1018.7,1017.7,1,1,13,19.6,"No","No"
30649,2009-05-18,"2009","May",18,"Sydney",10.5,20.9,0,2.6,5.2,"unkn",NA,"W","ESE",19,17,74,52,1025.7,1023.3,3,5,13.2,19.7,"No","Yes"
30650,2009-05-19,"2009","May",19,"Sydney",13,21.4,2.6,2.4,4.4,"unkn",NA,"W","E",15,20,91,53,1024.5,1021.4,6,6,14.5,20,"Yes","Yes"
30651,2009-05-20,"2009","May",20,"Sydney",14.5,21.2,20.2,4.4,3,"unkn",NA,"E","ESE",33,31,68,62,1022.1,1020.1,7,7,19.2,20.4,"Yes","Yes"
30652,2009-05-21,"2009","May",21,"Sydney",14.8,19.7,27.2,1.8,0.2,"unkn",NA,"calm","calm",0,0,53,62,1023.9,1022,7,7,19.2,18.7,"Yes","Yes"
30653,2009-05-22,"2009","May",22,"Sydney",15.6,19.6,4.6,6.6,0,"unkn",NA,"calm","calm",0,0,59,85,1023.6,1020.8,8,8,19.1,17.5,"Yes","Yes"
30654,2009-05-23,"2009","May",23,"Sydney",15.4,20.8,17.6,5,6,"unkn",NA,"calm","calm",0,0,66,80,1023.6,1023.3,5,8,19.6,18.1,"Yes","Yes"
30655,2009-05-24,"2009","May",24,"Sydney",17.4,21.3,1.6,4.4,7.4,"unkn",NA,"calm","calm",0,0,52,48,1026.8,1025.4,5,5,19.7,20.7,"Yes","No"
30656,2009-05-25,"2009","May",25,"Sydney",13.6,20.3,0,3.6,2.2,"unkn",NA,"calm","calm",0,0,82,61,1025.8,1023.2,7,7,15.4,19.4,"No","No"
30657,2009-05-26,"2009","May",26,"Sydney",12.8,23.4,0,0.6,8.4,"unkn",NA,"calm","E",0,11,89,57,1022.3,1018.9,1,1,13.9,21.6,"No","No"
30658,2009-05-27,"2009","May",27,"Sydney",13.9,16.9,0,3,0.1,"unkn",NA,"W","W",15,6,88,86,1020.4,1018.4,7,8,15.3,16.3,"No","Yes"
30659,2009-05-28,"2009","May",28,"Sydney",12,19.2,3.6,0.4,7.7,"unkn",NA,"W","S",17,22,92,72,1021.4,1020.2,3,5,13.5,17.1,"Yes","No"
30660,2009-05-29,"2009","May",29,"Sydney",11.4,17.5,0,2.4,6.1,"unkn",NA,"W","S",20,26,65,65,1023.3,1022.3,3,7,12.4,16.6,"No","Yes"
30661,2009-05-30,"2009","May",30,"Sydney",9.9,16.5,15,4.6,4,"unkn",NA,"W","SSW",19,13,82,78,1028.2,1027.1,8,6,11.7,15.9,"Yes","Yes"
30662,2009-05-31,"2009","May",31,"Sydney",11.6,18.8,10.6,1.2,2.8,"unkn",NA,"E","E",24,24,86,67,1033.3,1031.9,6,7,14.5,16.8,"Yes","No"
30663,2009-06-01,"2009","June",1,"Sydney",13.1,16.8,0.6,3,0,"unkn",NA,"W","E",17,2,83,67,1032.9,1030.4,7,8,13.3,16.1,"No","No"
30664,2009-06-02,"2009","June",2,"Sydney",12.5,19.1,0,1.2,3.4,"unkn",NA,"WNW","ENE",13,15,91,68,1030.1,1027.1,7,7,13.7,18.5,"No","Yes"
30665,2009-06-03,"2009","June",3,"Sydney",13.7,18.5,8,2.8,0.1,"unkn",NA,"SE","E",6,19,89,87,1025.9,1022.3,8,7,16,17.6,"Yes","Yes"
30666,2009-06-04,"2009","June",4,"Sydney",13.1,17,10.4,0,0.6,"unkn",NA,"W","ENE",15,2,97,86,1020.7,1016.8,7,7,13.4,16.8,"Yes","No"
30667,2009-06-05,"2009","June",5,"Sydney",13.1,18.5,0.6,1,3.5,"unkn",NA,"W","W",17,15,93,55,1014.7,1012.4,4,6,14.5,18.4,"No","No"
30668,2009-06-06,"2009","June",6,"Sydney",9.3,19,0,2.2,9.8,"unkn",NA,"W","WNW",17,7,71,45,1014.1,1010.1,1,1,11.6,18.7,"No","No"
30669,2009-06-07,"2009","June",7,"Sydney",10.7,19.8,0.2,3.8,6.6,"unkn",NA,"NW","WNW",13,19,80,42,1008.2,1004.8,6,3,12.6,18.7,"No","No"
30670,2009-06-08,"2009","June",8,"Sydney",11.4,19.2,0,3.2,9,"unkn",NA,"NNW","W",13,22,63,34,1009.8,1007.3,2,2,13.8,18.6,"No","No"
30671,2009-06-09,"2009","June",9,"Sydney",10,16.2,0,2.6,6,"unkn",NA,"W","WNW",17,22,62,44,1011.5,1008.3,3,7,11.7,15,"No","No"
30672,2009-06-10,"2009","June",10,"Sydney",9.7,14.2,0,4.4,9.6,"unkn",NA,"W","WSW",35,31,37,32,1012.2,1012.5,1,1,10.5,13.6,"No","No"
30673,2009-06-11,"2009","June",11,"Sydney",6.1,15.8,0,4,9.8,"unkn",NA,"W","W",26,22,48,28,1020.9,1018.2,1,1,7.9,15.4,"No","No"
30674,2009-06-12,"2009","June",12,"Sydney",6.2,17.1,0,3,9.4,"unkn",NA,"W","W",22,4,67,41,1024.3,1020.2,1,7,8.2,17.1,"No","No"
30675,2009-06-13,"2009","June",13,"Sydney",7.8,18.5,0,2.6,4.6,"unkn",NA,"W","WNW",9,7,70,40,1017.7,1014,7,7,9.4,16.8,"No","No"
30676,2009-06-14,"2009","June",14,"Sydney",9.4,15.6,0,3.4,0.3,"unkn",NA,"W","NNE",6,2,74,61,1014.5,1011.9,7,7,11,14.4,"No","Yes"
30677,2009-06-15,"2009","June",15,"Sydney",8.2,19.8,1.2,0.8,8.6,"unkn",NA,"W","SSW",15,7,79,40,1013.1,1010.6,1,3,10.2,18.4,"Yes","No"
30678,2009-06-16,"2009","June",16,"Sydney",9.2,16.3,0.6,3,0.5,"unkn",NA,"SW","S",17,19,81,88,1017.9,1020.1,6,7,13.1,13.6,"No","Yes"
30679,2009-06-17,"2009","June",17,"Sydney",10.5,15.6,29.8,0.8,3.3,"unkn",NA,"W","WSW",19,6,92,87,1027.6,1026.5,7,6,11.2,14.2,"Yes","Yes"
30680,2009-06-18,"2009","June",18,"Sydney",10.1,15.4,7.8,1,3.3,"unkn",NA,"W","E",11,9,95,85,1030,1028.1,7,7,10.7,14.2,"Yes","Yes"
30681,2009-06-19,"2009","June",19,"Sydney",9.2,18,23.6,1.4,7.2,"unkn",NA,"ENE","E",11,19,95,46,1030.2,1028,6,5,10.9,17.8,"Yes","No"
30682,2009-06-20,"2009","June",20,"Sydney",10.9,16,0.2,3.8,0.6,"unkn",NA,"W","NNE",15,11,95,87,1028,1024.6,6,8,11.7,15.5,"No","Yes"
30683,2009-06-21,"2009","June",21,"Sydney",11.7,19.1,31.8,0.6,1.9,"unkn",NA,"W","NE",4,11,93,82,1023.9,1020.7,7,7,14.1,17.8,"Yes","Yes"
30684,2009-06-22,"2009","June",22,"Sydney",14.1,21,12.2,1.8,6.7,"unkn",NA,"WNW","NE",9,4,96,59,1020.3,1017.7,7,2,15.1,20.6,"Yes","No"
30685,2009-06-23,"2009","June",23,"Sydney",10.1,19.6,0,1.6,9.5,"unkn",NA,"W","E",13,11,91,58,1019.9,1016.7,1,1,11.2,18.8,"No","No"
